video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"3qLWWHoUDEg","Prajitura economa din doar 2 oua, o prepar zilnic! Cookrate-Romania","2020-05-24T10:00:04Z","UCaxMc1J0HCf2EkjIzfrWsYw","Cookrate - Romania","26","23.05.12","Cookrate-Romania|cookrate|cookrate romania|prajituri|prajitura|prajituri simple|prajituri de casa|prajituri rapide|prajituri rapide si ieftine|prajituri usor de facut|prajituri usoare|prajituri retete|prajitura deliciu|chec|checuri|chec pufos|chec de post|chec simplu|chec reteta|chec economic|chec pufos si delicios|chec rapid|chec de casa|chec simplu fara lapte|chec fara lapte","140811","0","0","23","https://i.ytimg.com/vi/3qLWWHoUDEg/default.jpg","False","True","Prajitura economa din doar 2 oua, o prepar zilnic! Cookrate-RomaniaIngrediente:ouă - 2 buc zahăr - 100 g ulei - 100 ml lapte - 100 ml oțet de mere - 1 linguriță apă 50 mlfăină - 150 gpraf de copt - 7 gDecor: gem de caise - 30 gmiez de nucă - 100 g  Diametrul tavei: 20 cm Timpul de coacere: 180°C/ 30 min"
"PE-s6Dc-_-8","Michha Maya Bhara II Old Odia film song by B Dash @life with music 12j60","2023-03-02T05:43:37Z","UCg8-X9Yqh5MSMOficbH0O-g","lifewithmusic","23","23.05.12","#bdash|#lifewithmusic12j60|#michhamayabhara|#oldodiafilmsongs","227","0","0","0","https://i.ytimg.com/vi/PE-s6Dc-_-8/default.jpg","False","True","Michha Maya Bhara II Old Odia film song by B Dash @life with music 12j60#lifewithmusic12j60 #bdash #oldfilmsongs #basudebadash"
"l05KlE8dp8o","How does a DC motor works | in Telugu Explanation on working","2021-10-10T11:58:18Z","UC8EjOYFUj_gxwvg8JmFdCQg","Explanation On Working","27","23.05.12","dc motor|how dc motor works|electric motor|motor|how does a dc motor works|dc motor working|working of dc motor|how does a dc motor work|dc motor how it works|working principle of dc motor|ac motor|how a dc motor works|how does dc motor work? a powerful dc motor testing|how does dc motor work|bldc motor|how does an electric motor work|how does electric motor work|dc motor working principle|how dc motor works in urdu|how does it works|electric motors","54771","0","0","110","https://i.ytimg.com/vi/l05KlE8dp8o/default.jpg","False","True","#DC_motor #motorWorking #ElectricityHow does a DC motor works in TeluguIn this video I was explained about how the DC motor works...Subscribe to my channel : https://youtube.com/c/UNIVERSEFACTS_gpraj___________________________________      Follow me on social media.Facebook link : https://m.facebook.com/pola.raju.142Instagram link : https://www.instagram.com/lefu_telugu/Twitter link : https://mobile.twitter.com/universefactsyt __________________________________If you found this video Helpful give it a like.If you know someone who needs to see it , share it.Leave a comment below with your thoughts or any queries regarding any technology and space and mysterious...Thank you for watching..!!__________________________________Previous videos linksHow does petrol engine and diesel engine works : https://youtu.be/hFrSkkKO9Io__________________________________for any copyright related matters please contact me : universefactsyt@gmail.com_________________________________Disclaimer - Some contents are used for educational purpose under fair use. Copyright disclaimer under section 107 of the copyright Act 1976 , allowance is made for fair use for purpose such as criticism , comment , News reporting , teaching , scholarship , and research. Fair use is a use permitted by copyright statute that might otherwise be infringing Non-profit , educational or personal use tips the balance in favour of fair use.___________________________________Please support me 🙏🙏🙏___________________________________"
"qB2D-zPqoys","would you kiss and hug him?","2023-04-19T15:36:48Z","UC9wEENoDKyeTnc7N2iuNDLg","Burrito Cheese Clan","22","23.05.12","[none]","12","0","0","0","https://i.ytimg.com/vi/qB2D-zPqoys/default.jpg","False","True",""
"85z6R6tnsu8","Crossfire PH sstd sept  29 full video","2021-09-29T17:48:05Z","UCGumTKI-8LWoX8J_b3AL7zg","jeff tukmolll","20","23.05.12","[none]","34","0","0","3","https://i.ytimg.com/vi/85z6R6tnsu8/default.jpg","False","True","Let's make CROSSFIRE PH fun to play not cheater infestedLet's playmusic by:Higher Octane - Vans in Japan"
video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"AAIwkEDobPA","Plumpy Boss - Bomber","2023-03-30T22:55:52Z","UCN11RMlygZHdohfzwrPkiSA","PlumpyBossVEVO","10","23.05.12","Plumpy|Boss|Bomber|Bing|Bang|Studioz|Dancehall","4177820","0","0","1035","https://i.ytimg.com/vi/AAIwkEDobPA/default.jpg","False","True","Plumpy boss - Bomber (Official Music Video) Written and Performed by Plumpy Boss Produced by Bing Bang Studioz & StudioImpact                        Follow Plumpy Boss: https://instagram.com/plumpyboss_officialFollow Bing Bang Studioz:https://instagram.com/bingbangstudiozFollow StudioImpact: https://instagram.com/studioimpact_productionz#Plumpyboss #Bomber #Trinibad #Dancehall #BingBangStudioz #StudioImpacthttp://vevo.ly/4jBp4U"
"i2fl-HTErdY","Seral Rap - LAS CALLES DE MI BARRIO(VIDEO OFICIAL)","2023-01-01T03:00:09Z","UCehtH_p1BK2Kc95N9aIoLOQ","seral rap","22","23.05.12","[none]","67258","0","0","23","https://i.ytimg.com/vi/i2fl-HTErdY/default.jpg","False","True","Compuse esta canción para todos los que crecimos en el barrio en la esquina tomando y en el party. Para los que ya no estamos en el barrio pero que lo recordamos donde quiera que estemos."
"h4RIQLlR4Lc","BHU3-3ZSK-43J3-R3J2","2021-06-10T04:47:09Z","UCXbIAKDjiiXQ5LdgVwICLSw","oye dhurve","22","23.05.12","[none]","45","0","0","0","https://i.ytimg.com/vi/h4RIQLlR4Lc/default.jpg","False","True",""
"Lo9fCfeLiy8","I Need An Alcoholic Drink | Ghia Shark Tank","2022-10-15T02:22:52Z","UCLrbrnzJCLBkeL-LUpea1mw","Joe Pardo","27","23.05.12","shark tank|shark tank reaction|reaction video|ghia dr|ghia drink|ghia drink recipes|ghia drink reviews|ghia drink pregnant|ghia drink amazon|shark tank non-alc|shark tank non alcoholic","27038","0","0","87","https://i.ytimg.com/vi/Lo9fCfeLiy8/default.jpg","False","True","Business Strategist, Joe Pardo reacts and gives his advice to the business Ghia pitch from Shark Tank Season 14 Episode 4.🎓Further your business education by joining us in the Super Business Community! https://JoePardo.com/sbc📕👕🧢 https://ShopJoePardo.com🚀 ROCKET YOUR SALES: Free PDF Guide! https://JoePardo.com/rocket📈 Work with Joe to grow your business at https://JoePardo.comCheck out Ghia at https://drinkghia.com/"
"ZQWwH9m_WIY","Shah e Madina | Shahida Mini | Naat | Khaliq Chishti Presents | HD VIDEO","2020-06-26T12:30:04Z","UCd58_TyKNS7xFBk1HUPCtOQ","Music World Islamic","22","23.05.12","shah e madina|shah e madina full naat|shah e madina qawwali|shah e madina original naat|shah e madina yasrab ke wali|shah e madina status|shah e madina whatsapp status|shah e madina lyrics|yasrab k wali sare nabi tere dar ke sawali|yasrab ke wali|yasrab ke wali sare nabi tere dar ke sawali|yasrab ke wali sare nabi tere|yasrab ke wali sare nabi tere dar ke sawali naat|yasrab ke wali sare nabi|yasrab ke wali shahe madina original|Shahida mini naat|shahida mini","46265442","0","0","6337","https://i.ytimg.com/vi/ZQWwH9m_WIY/default.jpg","False","True","Music World Islamic is your one-stop desitniation for high quality Islamic videos (Hamd, Na'at, Nohay, Nasheed, etc).  Subscribe to our channel and remain updated with latest uploads.  Click https://bit.ly/2NysBvy to subscribeThis is a Music World Islamic presentationNa'at : Shah e MadinaNa'atkhuwan : Shahida MiniArrangements: Khaliq Chishti#MuiscWorld #Na'at #ShahidaMini #Islamic #Devotional #Spiritual #Pakistan"
"cUr2ZdLfl6o","July 16, 2023 - Keep Growing and Keep Throwing - UMCB Live Stream","2023-07-17T03:02:01Z","UC2oWf7PSs0al1eK8zkGBEHA","UMC Branford","29","23.05.12","Faith|Giving Testimony|Called to serve|Prayer|God is with you|Holy Spirit|Trust|Healing|Measuring Faith|Trust the Lord|Coming of the Lord|Lessons|Light|New Beginnings|Living Water|Time with Jesus|Devotional|Shoreline|NRSV|Abide in Me|Ascension|Trinity|Many Rooms|Many Mansions|Planted|Bear Fruit|Strength|Hope|Follow Me|Parable of the Sower|Casting Seed|Fertile Ground","62","0","0","0","https://i.ytimg.com/vi/cUr2ZdLfl6o/default.jpg","False","True",""
"ZDNZ-wyTgIU","I believe I can fly","2023-06-16T18:40:02Z","UCxZkvTVlmfFH9mB6_0ZtThA","The Harding fam","22","23.05.12","[none]","57","0","0","0","https://i.ytimg.com/vi/ZDNZ-wyTgIU/default.jpg","True","True",""
"-9R5X-wXXIQ","Tarlac to paniqui asikaso muna tau ng passport😍 mga pangga🥰","2023-02-19T15:53:22Z","UCkimGkKzJUODLP-8Hy2zEeQ","𝐘𝐞𝐭𝐡𝐞𝐢𝐝𝐬 mix 𝐕𝐥𝐨𝐠","22","23.05.12","[none]","49","0","0","0","https://i.ytimg.com/vi/-9R5X-wXXIQ/default.jpg","False","True",""
"R0j2-fvv2b0","IC2 Meirinhas","2023-02-05T15:41:54Z","UC5MODe6MwAy-UqlOEh3s0Fw","Camiões do Mundo","22","23.05.12","[none]","2670","0","0","0","https://i.ytimg.com/vi/R0j2-fvv2b0/default.jpg","False","True",""
"fGh9-g5JQU8","30 June 2023","2023-06-30T22:27:32Z","UCleJvs3k61eV66gWsGy94_w","BallboyCR7","1","23.05.12","[none]","66","0","0","0","https://i.ytimg.com/vi/fGh9-g5JQU8/default.jpg","True","True",""
"OIohCgK1PyA","NOEI GROUP","2022-06-30T19:44:41Z","UC2bZDk5MmAWrp6Mf5yqBKGA","NOEI GROUP","22","23.05.12","[none]","58","0","0","2","https://i.ytimg.com/vi/OIohCgK1PyA/default.jpg","False","True","Noei Group inc...#interiordesign #construction #beverlyhills #remodeling #medicalofficedesign #interiordesigner #spaceplaning #residentialarchitecture #home"
